크림콘 꽈배기	NNG
커피슈 꽈배기	NNG
달콤초코 꽈배기	NNG
명량 꽈배기	NNG
불닭크림 떡볶이	NNG
크림 떡볶이	NNG
명량 핫도그	NNG
점보 핫도그	NNG
반반모짜 핫도그	NNG
통모짜 핫도그	NNG
할라피뇨 핫도그	NNG
통가래떡 핫도그	NNG
체다치즈 핫도그	NNG
모짜체다 핫도그	NNG
만두튀김	NNG
쫀달치즈볼	NNG
불닭치즈소떡	NNG
미트팡 토스트	NNG
햄스페셜 토스트	NNG
햄치즈 토스트	NNG
햄스페셜 토스트	NNG
베이컨 토스트	NNG
피자 토스트	NNG
베이컨 포테이토 피자 토스트	NNG
딥치즈 베이컨 토스트	NNG
딥치즈 베이컨 포테이토 토스트	NNG
햄치즈 토스트	NNG
허니갈릭 햄치즈 토스트	NNG
콘치즈 토스트	NNG
감자 토스트	NNG
트리플소세지 토스트	NNG
더블소세지 토스트	NNG
새우 토스트	NNG
칠리새우 토스트	NNG
그릴드 불고기 토스트	NNG
그릴드 불갈비 토스트	NNG
크리미 치킨 토스트	NNG
레드 치킨 토스트	NNG
미트팡 토스트	NNG
베이컨 치즈 베이글	NNG
카페라떼	NNG
바닐라라떼	NNG
카페모카	NNG
카라멜라떼	NNG
청포도스파클링	NNG
레몬스파클링	NNG
자몽스파클링	NNG
딸기주스	NNG
키위주스	NNG
애플망고주스	NNG
바나나주스	NNG
딸기바나나주스	NNG
초코바나나주스	NNG
핫초코	NNG
아이스초코	NNG
녹차	NNG
얼그레이	NNG
밀크쉐이크	NNG
딸기쉐이크	NNG
초코쉐이크	NNG
밀크티	NNG
리코타치즈 샐러드	NNG
트러플오일 버섯 샐러드	NNG
치킨 텐더 샐러드	NNG
아마트리치아나 샐러드	NNG
이탈리안 비엠티	NNG
에그마요	NNG
폴드포크 바비큐	NNG
로티세리 바비큐	NNG
스파이시 바비큐	NNG
k바비큐	NNG
폴드포크 바비큐	NNG
쉬림프	NNG
햄	NNG
인절미 설빙	NNG
애플망고치즈 설빙	NNG
초코브라우니 설빙	NNG
인절미 토스트	NNG
허니버터 브레드	NNG
